20MICRONS,"http://www.moneycontrol.com/india/stockpricequote/miningminerals/20microns/2M
3IINFOTECH,"http://www.moneycontrol.com/india/stockpricequote/computerssoftware/3iinfotech/I11
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/kwalitypharmaceuticals/KP
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lactoseindia/LI
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lariteindustries/LIL01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lauruslabs/LL05
ACE,"http://www.moneycontrol.com/india/stockpricequote/foodprocessing/lilacexports/LE
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lincolnpharmaceuticals/LP06
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lupin/L
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lupinlaboratories/LL
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lykalabs/LL02
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lymphalaboratories/LL03
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/indoamericanadvancepharmaceuitcals/IAA
ACE,"http://www.moneycontrol.com/india/stockpricequote/cementmini/mahendracements/MC02
ACE,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/mahindralifespacedevelopers/MLD
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/makerslaboratories/ML
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/manavpharma/MPL01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/mangalamdrugsorganics/MDO
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/marksanspharma/MP21
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/matrixlaboratories/ML07
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/medicaps/MC09
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/medicamenbiotech/MB
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/medicorptechnologies/MT08
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/mercurylaboratories/ML11
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/mercuryphytochem/MP07
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/merind/M03
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/mescopharmaceuticals/MP08
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/millenniumlaboratories/MLL
ACE,"http://www.moneycontrol.com/india/stockpricequote/mindspacereit/mindspacebusinessparksreit/MBP02
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/mjpharmaceuticals/MJP
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/monozymeindia/MI17
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/morepenlaboratories/ML06
ACE,"http://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/multilacsurfacecoatingi/MSC01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/nagarjunadrugs/ND
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/nalinchemicals/NC01
ACE,"http://www.moneycontrol.com/india/stockpricequote/cementmini/narmadacement/NC08
ACE,"http://www.moneycontrol.com/india/stockpricequote/cementmajor/narmdacementcompany/NCC02
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/natcopharma/NP07
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/nathbiogenes/NBG
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/naturalcapsules/NC03
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/nectarlifesciences/NL01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/neulandlaboratories/NL
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/nglfinechem/NGL
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/norrismedicines/NM01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/novartisindia/NI01
ACE,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/nilaspacesltd/NILAS7450
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/nutraplusindia/NPI03
ACE,"http://www.moneycontrol.com/india/stockpricequote/cementmajor/odishacementlimited/DBE
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/omegalaboratories/OL
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/orchidpharma/OCP
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/orientalremediesherbals/ORH
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ortinlaboratories/OL01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/paamdrugspharmaceuticals/PDP
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/paampharmaceuticals/PP04
ACE,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/paceautomation/PAL04
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pandrugs/PD02
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/panindiadrugschemicals/PID
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/panaceabiotec/PB02
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/panchsheelorganics/PO02
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/panjon/P01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/parabolicdrugs/PD06
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/parenteraldrugsindia/PDI01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/parkedavisindia/PDI
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/parmaxpharma/PPL04
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/parnaxlab/KTI01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pcichemicalspharma/PCI
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/perkpharmaceuticals/PP11
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pfimexpharma/PP12
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pfizer/P
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/phareastlaboratories/PEL
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pharmaceuticalsproductsindia/PPI
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pharmaciahealthcare/PH04
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pharmaidspharmaceuticals/PP13
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pharmasia/P04
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pharmedchemicals/PC05
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/piramalenterprises/PH05
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/piramalphytocare/PLS
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/plamalaboratories/PL01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/plethicopharmaceuticals/PP30
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pradeepdrugcompany/PDC
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pravegcommunicationsindialimited/SSP03
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/proctergamblehealth/M12
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/protochem/P06
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/qualitypharmaceuticals/QP
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ranbaxylaboratories/RL
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ratnadrugs/RD
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ravishinfusions/RI08
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/raymedlabs/RL01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/regentchemicals/RC05
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/rekvinalaboratories/RL02
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/relishpharmaceuticals/RP13
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ravatiorganics/RO
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/rhonepoulencindia/RPI
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/richlinepharma/RP14
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/rolexpharmaceuticals/RPL01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/roopaindustries/RI17
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/rpglifesciences/RPG05
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/rubramedicaments/RML01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/rupangiimpex/RI23
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/saamyabiotechindia/SBI15
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/sakarhealthcare/SH15
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/samratpharmachem/SP01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sandupharmaceuticals/SP02
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sangamhealthcareproducts/SHC01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sanjivaniparenteral/SP27
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sanofiindia/AP26
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sarvodayalabs/SL03
ACE,"http://www.moneycontrol.com/india/stockpricequote/cementmajor/saurashtracement/SC41
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/senboindustries/SI55
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sequentscientific/PID01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shabachemicals/SC06
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shamrockindustrialcorporation/SIC
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shantipharmacetuciallaboratories/SPL01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sharonbiomedicine/SBM01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shasunpharmaceuticals/SCD
ACE,"http://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/shawwallaceelectronics/SWE
ACE,"http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/shawwallacecompany/SWC
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shilpamedicare/SM19
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shilpaxlaboratories/SL05
ACE,"http://www.moneycontrol.com/india/stockpricequote/cementmini/shivacement/SC50
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shivalikrasayan/SR9
ACE,"http://www.moneycontrol.com/india/stockpricequote/electricals/shreepacetronix/SP14
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shreeyaaxpharmaceuticalcosmetics/SYP01
ACE,"http://www.moneycontrol.com/india/stockpricequote/cementmini/shriharigangacement/SHC02
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shrishmafinechemicalspharmaceuticals/SFC01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shyamainfosys/PP16
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/siddharthapharmachem/SPL06
ACE,"http://www.moneycontrol.com/india/stockpricequote/cementmini/sigmacements/SC14
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/siris/S05
ACE,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/spaceincubatricstechnologies/SPACE54189
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/smithklinebeechampharmaceuticalsindia/SBP
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/smruthiorganicslimited/SMRUT54068
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/smspharmaceuticals/SP38
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sol/SOL
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/solpharmaceuticals/SOL01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/solaraactivepharmasciences/SOLAR54154
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/solvaypharmaindia/SPI9
ACE,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/someshwaracementschemicals/SCC05
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sourcenaturalfoodsherbalsupplements/IP06
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/southernherbals/SH05
ACE,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/spacecomputersystems/SCS06
ACE,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/spaceageproducts/SP41
ACE,"http://www.moneycontrol.com/india/stockpricequote/cementmini/srichakracements/SCC
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/srichakraremedies/SCR
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/srikrishnadrugs/HDC01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ssorganics/SSO
ACE,"http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/standardmedicalpharmaceuticals/SMP
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/stellardrugs/SDL
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sterlingbasicorganics/SBO
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sterlingbiotech/SB11
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/stridespharmascience/SA10
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sudarshanpharmaindustries/SPI14
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sunpharmaceuticalindustries/SPI
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sunpharmaadvancedresearchcompany/SPA
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sunilhealthcare/SH13
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/supriyapharmaceuticals/SP22
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/suryamedicare/SM17
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/suryapharmaceutical/SP34
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/suvenlifesciences/SLS01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/suvenpharmaceuticals/SP19
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/swetchemantibiotics/SCA
ACE,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/swisseninterspace/SIL11
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/syncomformulations/SF18
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/syncomhealthcare/SH03
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/takesolutions/TS09
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/tamilnadudadhapharmaceuticals/TDP
ACE,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/tanejaaerospaceaviation/TAA
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/teemlaboratories/TL
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/themismedicare/TM04
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/tohealpharma/TP09
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/tonirapharma/TP05
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/torrentpharmaceuticals/TP06
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/transasiacorporation/TAC03
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/transchem/T03
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/trimurthi/TDP01
ACE,"http://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/trinetracement/IZ
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/trinityleagueindia/DWH
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/triochemproducts/TP11
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ttkhealthcare/TTK
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/twilightlitakapharma/TLP
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/umedixindia/UI01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/unichemlaboratories/UL02
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/unicornorganics/UO
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/unicornpharmaceuticalsindia/UPI
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/unjhaformulations/UF02
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/vaishalipharma/VP01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/vardhmanlab/VL
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/vasundhararasayans/VR04
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/veerhealthcare/NI08
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/venkatpharma/VP08
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/venmaxdrugspharmaceuticals/YDP
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/venusremedies/VR01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/veronicalab/VL01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/vikramthermoindia/VTI03
ACE,"http://www.moneycontrol.com/india/stockpricequote/cementmini/vishwakarmacements/VC08
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/vistapharmaceuticals/VP03
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/vitarachemicals/VC09
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/vivanzabiosciences/II06
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/vivimedlabs/VL07
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/vivobiotech/VB04
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/vorinlaboratories/VL05
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/vysalipharmaceuticals/VP04
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/wanbury/W12
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/welcuredrugspharmaceuticals/WDP
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/westernindustries/WI12
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/whitewayproductspharma/WWP
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/wintac/W06
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/wockhardt/W05
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/wockhardthealthcare/WH
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/wyeth/W11
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/wyethlaboratories/WL
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/yogipharmacy/YP02
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/zenithhealthcare/ZH
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/zenotechlaboratories/ZL
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/zillionpharmachem/ZP
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/zimlaboratorieslimited/ZIMLA54140
ACE,"http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/zodiacenergy/ZE01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/zorapharma/ZP01
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/zotahealthcare/ZHC
ACE,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/zydengentec/ZG01
